2025-04-12 08:20:41.074593,Minor Detected
2025-04-12 08:20:41.145260,Minor Detected
2025-04-12 08:20:41.217675,Minor Detected
2025-04-12 08:20:41.290968,Minor Detected
2025-04-12 08:20:41.357195,Minor Detected
2025-04-12 08:20:41.426629,Minor Detected
2025-04-12 08:20:41.502770,Minor Detected
2025-04-12 08:20:41.569643,Minor Detected
2025-04-12 08:20:41.640992,Minor Detected
2025-04-12 08:20:41.717617,Minor Detected
2025-04-12 08:20:41.782666,Minor Detected
2025-04-12 08:20:41.852834,Minor Detected
2025-04-12 08:20:41.926282,Minor Detected
2025-04-12 08:20:41.993760,Minor Detected
2025-04-12 08:20:42.062022,Minor Detected
2025-04-12 08:20:42.140350,Minor Detected
2025-04-12 08:20:42.203979,Minor Detected
2025-04-12 08:20:42.279478,Minor Detected
2025-04-12 08:20:42.353336,Minor Detected
2025-04-12 08:20:42.417824,Minor Detected
2025-04-12 08:20:42.488109,Minor Detected
2025-04-12 08:20:42.561818,Minor Detected
2025-04-12 08:20:42.632487,Minor Detected
2025-04-12 08:20:42.700712,Minor Detected
2025-04-12 08:20:42.774448,Minor Detected
2025-04-12 08:20:42.843223,Minor Detected
2025-04-12 08:20:42.987586,Minor Detected
2025-04-12 08:20:43.054082,Minor Detected
2025-04-12 08:20:43.126536,Minor Detected
2025-04-12 08:20:43.202088,Minor Detected
2025-04-12 08:20:43.265015,Minor Detected
2025-04-12 08:20:43.337898,Minor Detected
2025-04-12 08:20:43.412542,Minor Detected
2025-04-12 08:20:43.840328,Minor Detected
2025-04-12 08:20:43.903450,Minor Detected
2025-04-12 08:20:43.973622,Minor Detected
2025-04-12 08:20:44.047550,Minor Detected
2025-04-12 08:20:44.113335,Minor Detected
2025-04-12 08:20:44.187406,Minor Detected
2025-04-12 08:20:44.258553,Minor Detected
2025-04-12 08:20:44.327362,Minor Detected
2025-04-12 08:20:44.398630,Minor Detected
2025-04-12 08:20:44.470207,Minor Detected
2025-04-12 08:20:44.540471,Minor Detected
2025-04-12 08:20:44.611720,Minor Detected
2025-04-12 08:20:44.688194,Minor Detected
2025-04-12 08:20:44.750350,Minor Detected
2025-04-12 08:20:44.821933,Minor Detected
2025-04-12 10:12:12.590436,Minor Detected
2025-04-12 10:12:12.664380,Minor Detected
2025-04-12 10:12:12.734007,Minor Detected
2025-04-12 10:12:12.805040,Minor Detected
2025-04-12 10:12:12.881621,Minor Detected
2025-04-12 10:12:12.937139,Minor Detected
2025-04-12 10:12:13.011907,Minor Detected
2025-04-12 10:12:13.082810,Minor Detected
2025-04-12 10:12:13.843370,Minor Detected
2025-04-12 10:12:15.255427,Minor Detected
2025-04-12 10:12:15.324104,Minor Detected
2025-04-12 10:12:15.384726,Minor Detected
2025-04-12 10:12:15.461853,Minor Detected
2025-04-12 10:12:15.528563,Minor Detected
2025-04-12 10:12:15.665394,Minor Detected
2025-04-12 10:12:15.756656,Minor Detected
2025-04-12 10:12:15.818527,Minor Detected
2025-04-12 10:12:15.889984,Minor Detected
2025-04-12 10:12:16.032017,Minor Detected
2025-04-12 10:12:18.300327,Minor Detected
2025-04-12 10:12:18.363756,Minor Detected
2025-04-12 10:12:18.431070,Minor Detected
2025-04-12 10:12:21.474708,Minor Detected
2025-04-12 10:12:21.680674,Minor Detected
2025-04-12 10:12:21.894639,Minor Detected
2025-04-12 10:12:23.727151,Minor Detected
2025-04-12 10:12:29.003427,Minor Detected
2025-04-12 10:12:29.848316,Minor Detected
2025-04-12 10:12:29.921363,Minor Detected
2025-04-12 10:12:29.996712,Minor Detected
2025-04-12 10:12:30.062427,Minor Detected
2025-04-12 10:12:30.135986,Minor Detected
2025-04-12 10:12:30.194189,Minor Detected
2025-04-12 10:12:30.273580,Minor Detected
2025-04-12 10:12:30.364153,Minor Detected
2025-04-12 10:12:32.855826,Minor Detected
2025-04-12 10:12:32.925793,Minor Detected
2025-04-12 10:12:33.989483,Minor Detected
2025-04-12 10:12:34.058345,Minor Detected
2025-04-12 10:12:34.131892,Minor Detected
2025-04-12 10:12:34.197605,Minor Detected
2025-04-12 10:12:34.271636,Minor Detected
2025-04-12 10:12:34.419495,Minor Detected
2025-04-12 10:12:34.697799,Minor Detected
2025-04-12 10:12:35.736229,Minor Detected
2025-04-12 10:12:36.329138,Minor Detected
2025-04-12 10:12:36.387685,Minor Detected
2025-04-12 10:12:36.467584,Minor Detected
2025-04-12 10:12:36.531913,Minor Detected
2025-04-12 10:12:36.616985,Minor Detected
2025-04-12 10:12:36.726386,Minor Detected
2025-04-12 10:12:36.833437,Minor Detected
2025-04-12 10:12:36.932897,Minor Detected
2025-04-12 10:12:37.001803,Minor Detected
2025-04-12 10:12:37.282390,Minor Detected
2025-04-12 10:12:37.537088,Minor Detected
2025-04-12 10:12:37.647326,Minor Detected
2025-04-12 10:12:37.765282,Minor Detected
2025-04-12 10:12:38.051068,Minor Detected
2025-04-12 10:12:38.131946,Minor Detected
2025-04-12 10:12:38.190303,Minor Detected
2025-04-12 10:12:38.279122,Minor Detected
2025-04-12 10:12:38.344064,Minor Detected
2025-04-12 10:12:38.415876,Minor Detected
2025-04-12 10:12:38.474103,Minor Detected
2025-04-12 10:12:38.561300,Minor Detected
2025-04-12 10:12:38.669343,Minor Detected
2025-04-12 10:12:39.414515,Minor Detected
2025-04-12 10:12:39.519294,Minor Detected
2025-04-12 10:12:39.619492,Minor Detected
2025-04-12 10:12:39.734801,Minor Detected
2025-04-12 10:12:39.835089,Minor Detected
2025-04-12 10:12:39.942203,Minor Detected
2025-04-12 10:12:40.038417,Minor Detected
2025-04-12 10:12:40.111571,Minor Detected
2025-04-12 10:12:40.182508,Minor Detected
2025-04-12 10:12:40.254582,Minor Detected
2025-04-12 10:12:40.320334,Minor Detected
2025-04-12 10:12:40.877300,Minor Detected
2025-04-12 10:12:40.953972,Minor Detected
2025-04-12 10:12:41.026288,Minor Detected
2025-04-12 10:12:41.077538,Minor Detected
2025-04-12 10:12:41.169167,Minor Detected
2025-04-12 10:12:41.233538,Minor Detected
2025-04-12 10:12:41.302879,Minor Detected
2025-04-12 10:12:41.375698,Minor Detected
2025-04-12 10:12:41.516027,Minor Detected
2025-04-12 10:12:41.586517,Minor Detected
2025-04-12 10:12:41.657827,Minor Detected
2025-04-12 10:12:41.730156,Minor Detected
2025-04-12 10:12:41.798214,Minor Detected
2025-04-12 10:12:41.872735,Minor Detected
2025-04-12 10:12:41.925857,Minor Detected
2025-04-12 10:12:42.006237,Minor Detected
2025-04-12 10:12:42.079269,Minor Detected
2025-04-12 10:12:42.143635,Minor Detected
2025-04-12 10:12:42.724185,Minor Detected
2025-04-12 10:12:44.000593,Minor Detected
2025-04-12 10:12:44.489971,Minor Detected
2025-04-12 10:12:44.555219,Minor Detected
2025-04-12 10:12:44.628205,Minor Detected
2025-04-12 10:12:44.693897,Minor Detected
2025-04-12 10:12:44.770314,Minor Detected
2025-04-12 10:12:44.841019,Minor Detected
2025-04-12 10:12:44.906818,Minor Detected
2025-04-12 10:12:44.985683,Minor Detected
2025-04-12 10:12:45.052522,Minor Detected
2025-04-12 10:12:45.187608,Minor Detected
2025-04-12 10:12:45.341115,Minor Detected
2025-04-12 10:12:45.402794,Minor Detected
2025-04-12 10:12:45.476798,Minor Detected
2025-04-12 10:12:45.543042,Minor Detected
2025-04-12 10:12:45.622312,Minor Detected
2025-04-12 10:12:45.686465,Minor Detected
2025-04-12 10:12:45.760114,Minor Detected
2025-04-12 10:12:45.825084,Minor Detected
2025-04-12 10:12:45.906074,Minor Detected
2025-04-12 10:12:45.967141,Minor Detected
2025-04-12 10:12:46.039707,Minor Detected
2025-04-12 10:12:46.113451,Minor Detected
2025-04-12 10:12:46.186059,Minor Detected
2025-04-12 10:12:46.252768,Minor Detected
2025-04-12 10:12:46.336277,Minor Detected
2025-04-12 10:12:46.437402,Minor Detected
2025-04-12 10:12:46.509884,Minor Detected
2025-04-12 10:12:46.569434,Minor Detected
2025-04-12 10:12:46.640319,Minor Detected
2025-04-12 10:12:46.715447,Minor Detected
2025-04-12 10:12:46.785396,Minor Detected
2025-04-12 10:12:46.857972,Minor Detected
2025-04-12 10:12:46.921706,Minor Detected
2025-04-12 10:12:46.994809,Minor Detected
2025-04-12 10:12:47.069816,Minor Detected
2025-04-12 10:12:47.135229,Minor Detected
2025-04-12 10:12:47.207471,Minor Detected
2025-04-12 10:12:47.280663,Minor Detected
2025-04-12 10:12:47.352812,Minor Detected
2025-04-12 10:12:47.418469,Minor Detected
2025-04-12 10:12:47.488794,Minor Detected
2025-04-12 10:12:47.545829,Minor Detected
2025-04-12 10:12:47.629053,Minor Detected
2025-04-12 10:12:47.776255,Minor Detected
2025-04-12 10:12:47.828960,Minor Detected
2025-04-12 10:12:47.925663,Minor Detected
2025-04-12 10:12:47.969213,Minor Detected
2025-04-12 10:12:48.121017,Minor Detected
2025-04-12 10:12:48.190045,Minor Detected
2025-04-12 10:12:48.334087,Minor Detected
2025-04-12 10:12:48.395972,Minor Detected
2025-04-12 10:12:48.487470,Minor Detected
2025-04-12 10:12:48.536853,Minor Detected
2025-04-12 10:12:48.608841,Minor Detected
2025-04-12 10:12:48.691258,Minor Detected
2025-04-12 10:12:48.762361,Minor Detected
2025-04-12 10:12:48.838588,Minor Detected
2025-04-12 10:12:48.903301,Minor Detected
2025-04-12 10:12:48.973383,Minor Detected
2025-04-12 10:12:49.047179,Minor Detected
2025-04-12 10:12:49.115188,Minor Detected
2025-04-12 10:12:49.187950,Minor Detected
